"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"97934609106";"";"";"Дом досуга";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 84, Алейск";"Культура и искусство";"Кино, театр";"Театр";"";"+7 (38553) 2-19-84";"";"";"";"";"";"";"";"";"82.779074";"52.492905";"";"ежедневно, 9:00–21:00"
"97934609106";"";"";"Дом досуга";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 84, Алейск";"Культура и искусство";"Культурные центры";"Дом культуры";"";"+7 (38553) 2-19-84";"";"";"";"";"";"";"";"";"82.779074";"52.492905";"";"ежедневно, 9:00–21:00"
"117033244079";"";"";"Дом Офицеров Алейского гарнизона";"Россия";"Алтайский край";"Алейск";"";"ул. Ширшова, 12, Алейск";"Культура и искусство";"Культурные центры";"Дом культуры";"";"+7 (38553) 2-19-64";"";"";"";"";"";"";"";"";"82.761141";"52.499938";"";"пн-пт 9:00–18:00, перерыв 13:00–15:00"
"1078432497";"";"";"МБУК Алейский историко-краеведческий музей";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100, Алейск";"Культура и искусство";"Музеи и выставки";"Музей";"";"+7 (38553) 2-13-85, +7 (38553) 2-45-83";"";"";"";"";"";"";"";"";"82.777623";"52.49347";"";"пн-чт 8:30–17:30, пт 8:30–16:30"
"146653701997";"";"";"Фармакопейка";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"8 (800) 200-97-07";"";"";"info@omskfitness.ru";"https://farmakopeika.ru/";"https://vk.com/farmakopeika";"https://twitter.com/farmakopeika";"https://www.facebook.com/farmakopeika/";"https://ok.ru/farmakopeika/";"82.774256";"52.496416";"";"ежедневно, 8:00–20:00"
"218960322279";"";"";"Аптека";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 120, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"";"";"";"";"";"";"";"";"";"82.774009";"52.496194";"";""
"94414969973";"";"";"Аптека Фармация";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"";"";"";"";"";"";"";"";"";"82.774274";"52.503806";"";""
"186052933205";"";"";"Фармакопейка";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"8 (800) 200-97-07";"";"";"info@omskfitness.ru";"https://farmakopeika.ru/";"https://vk.com/farmakopeika";"https://twitter.com/farmakopeika";"https://www.facebook.com/farmakopeika/";"https://ok.ru/farmakopeika/";"82.772747";"52.494673";"";"ежедневно, 8:00–19:00"
"69382049786";"";"";"Фарма";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 128, Алейск, Россия";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"+7 (38553) 2-16-50";"";"";"";"";"";"";"";"";"82.771758";"52.495155";"";"пн-пт 9:00–19:00, сб,вс 9:00–17:00"
"103157843869";"";"";"Центральная аптека";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 118, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"+7 (38553) 2-02-55";"";"";"";"";"";"";"";"";"82.77533";"52.498821";"";"пн-пт 8:00–18:30"
"50922525960";"";"";"Фармакопейка";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 158, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"8 (800) 200-97-07";"";"";"info@omskfitness.ru";"https://farmakopeika.ru/";"https://vk.com/farmakopeika";"https://twitter.com/farmakopeika";"https://www.facebook.com/farmakopeika/";"https://ok.ru/farmakopeika/";"82.770447";"52.495857";"";"ежедневно, 8:00–20:00"
"188587997083";"";"";"Мелодия здоровья";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"+7 (38553) 2-43-15";"+7 (961) 237-13-33";"";"ivan@yandex.ru,  donate@opencart.com";"http://www.melzdrav.ru/";"";"";"";"";"82.772895";"52.497467";"";"ежедневно, 8:00–22:00"
"165343623719";"";"";"Первая помощь";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"8 (800) 350-25-50";"+7 (961) 237-13-33";"";"info@f-help.ru,  first_help@bk.ru";"";"";"";"";"";"82.773155";"52.497345";"";"ежедневно, 8:00–22:00"
"178049836367";"";"";"Аптека 22 плюс";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125А, Алейск, Россия";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"+7 (38553) 4-30-03";"";"";"";"https://apteka22plus.ru/";"";"";"";"";"82.773065";"52.496756";"";"ежедневно, 8:00–21:00"
"165828304088";"";"";"Губернский лекарь";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125, Алейск";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"+7 (38553) 2-44-49";"";"";"";"";"";"";"";"";"82.772684";"52.496389";"";"ежедневно, 8:00–20:00"
"121932169479";"";"";"Аптека Фармация";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 6, Алейск, Россия";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"";"";"";"";"";"";"";"";"";"82.755238";"52.495753";"";""
"28895464958";"";"";"Аптека Фармация";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 67, Алейск, Россия";"Медицина и фармацевтика";"Аптеки и фармацевтика";"Аптека";"";"";"";"";"";"";"";"";"";"";"82.752903";"52.494914";"";""
"112109853328";"";"";"КГБУЗ Алейская ЦРБ";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск";"Медицина и фармацевтика";"Государственные лечебные учреждения";"Больница для взрослых";"";"+7 (38553) 2-21-87, +7 (38553) 2-41-95, +7 (38553) 2-25-97";"";"";"krayzdrav@zdravalt.ru,  aleyskayacrb@bk.ru";"http://aleisk.zdravalt.ru/";"";"";"";"";"82.774613";"52.504025";"";"пн-пт 7:30–18:00, перерыв 13:00–13:30"
"112109853328";"";"";"КГБУЗ Алейская ЦРБ";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск";"Медицина и фармацевтика";"Государственные лечебные учреждения";"Поликлиника для взрослых";"";"+7 (38553) 2-21-87, +7 (38553) 2-41-95, +7 (38553) 2-25-97";"";"";"krayzdrav@zdravalt.ru,  aleyskayacrb@bk.ru";"http://aleisk.zdravalt.ru/";"";"";"";"";"82.774613";"52.504025";"";"пн-пт 7:30–18:00, перерыв 13:00–13:30"
"112109853328";"";"";"КГБУЗ Алейская ЦРБ";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 2-21-87, +7 (38553) 2-41-95, +7 (38553) 2-25-97";"";"";"krayzdrav@zdravalt.ru,  aleyskayacrb@bk.ru";"http://aleisk.zdravalt.ru/";"";"";"";"";"82.774613";"52.504025";"";"пн-пт 7:30–18:00, перерыв 13:00–13:30"
"239222252801";"";"";"Филиал № 5 ФГКУ 425 ВГ Минобороны России";"Россия";"Алтайский край";"Алейск";"";"ул. Ширшова, 27, Алейск";"Медицина и фармацевтика";"Государственные лечебные учреждения";"Госпиталь";"";"+7 (38553) 2-12-60, +7 (38553) 2-10-84";"";"";"";"http://1703172.mya5.ru/";"";"";"";"";"82.756679";"52.494835";"";"ежедневно, 8:30–17:30"
"9864021353";"";"";"КГБУЗ Алейская ЦРБ, Детская поликлиника";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 80, Алейск, Россия";"Медицина и фармацевтика";"Государственные лечебные учреждения";"Детская поликлиника";"";"+7 (38553) 2-25-11, +7 (38553) 2-24-11";"";"";"";"";"";"";"";"";"82.758499";"52.494322";"";"пн-пт 7:30–18:00, сб 8:00–14:00"
"9864021353";"";"";"КГБУЗ Алейская ЦРБ, Детская поликлиника";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 80, Алейск, Россия";"Прочее";"Прочее";"Ли";"";"+7 (38553) 2-25-11, +7 (38553) 2-24-11";"";"";"";"";"";"";"";"";"82.758499";"52.494322";"";"пн-пт 7:30–18:00, сб 8:00–14:00"
"230060050163";"";"";"КГБУЗ Алейская ЦРБ Женская консультация";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 80, Алейск, Россия";"Медицина и фармацевтика";"Государственные лечебные учреждения";"Женская консультация";"";"+7 (38553) 2-07-55, +7 (38553) 2-16-95";"";"";"";"";"";"";"";"";"82.758642";"52.494392";"";"пн-пт 8:30–18:00"
"21695697968";"";"";"Зуботехническая лаборатория";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск";"Медицина и фармацевтика";"Медицинские товары и оборудование";"Зуботехническая лаборатория";"";"";"";"";"";"";"";"";"";"";"82.777083";"52.496451";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"21695697968";"";"";"Зуботехническая лаборатория";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск";"Медицина и фармацевтика";"Стоматология";"Стоматологическая клиника";"";"";"";"";"";"";"";"";"";"";"82.777083";"52.496451";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"21695697968";"";"";"Зуботехническая лаборатория";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск";"Медицина и фармацевтика";"Медицинские товары и оборудование";"Зуботехническая лаборатория";"";"";"";"";"";"";"";"";"";"";"82.777083";"52.496451";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"21695697968";"";"";"Зуботехническая лаборатория";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.777083";"52.496451";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Медицина и фармацевтика";"Медицинские товары и оборудование";"Медицинское оборудование, медтехника";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Производство и поставки";"Машиностроение";"Сельскохозяйственная техника";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Производство и поставки";"Машиностроение";"Сельскохозяйственная техника";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Строительство и недвижимость";"Строительное оборудование и техника";"Электро- и бензоинструмент";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Товары для дома и дачи";"Аудио-, видео и фототехника";"Магазин электроники";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"57194654712";"";"";"Проспект";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Товары для дома и дачи";"Бытовая техника";"Магазин бытовой техники";"";"+7 (383) 383-09-62";"";"";"tomsk@arbitr.ru,  info@arbitr-nso.ru,  arbitr-kemerovo@tck.ru,  arb_sud@intelbi.ru,  info@altai.arbitr.ru";"http://www.prospect-nsk.ru/";"https://vk.com/prospect_nso";"";"";"";"82.771597";"52.494815";"";"ежедневно, 9:00–18:00"
"175309762585";"";"";"Сибирское здоровье";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 32, Алейск";"Медицина и фармацевтика";"Медицинские услуги";"Медицинская комиссия";"";"+7 (38553) 2-06-73";"+7 (913) 246-89-91";"";"8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com";"http://sibzdor.com/";"";"";"";"";"82.775181";"52.503538";"";"пн-пт 8:00–18:00, сб,вс 9:00–16:00"
"175309762585";"";"";"Сибирское здоровье";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 32, Алейск";"Медицина и фармацевтика";"Медицинские центры и клиники";"Медцентр, клиника";"";"+7 (38553) 2-06-73";"+7 (913) 246-89-91";"";"8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com";"http://sibzdor.com/";"";"";"";"";"82.775181";"52.503538";"";"пн-пт 8:00–18:00, сб,вс 9:00–16:00"
"175309762585";"";"";"Сибирское здоровье";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 32, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 2-06-73";"+7 (913) 246-89-91";"";"8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com";"http://sibzdor.com/";"";"";"";"";"82.775181";"52.503538";"";"пн-пт 8:00–18:00, сб,вс 9:00–16:00"
"159418784418";"";"";"Ralzo";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск";"Медицина и фармацевтика";"Медицинские услуги";"Медицинская лаборатория";"";"8 (800) 707-24-79";"";"";"info@ralzo.ru";"https://alejsk.ralzo.ru/kontakti/";"https://vk.com/ralzo";"";"";"";"82.774274";"52.503806";"";"ежедневно, 9:00–22:00"
"52555761034";"";"";"УЗИ всех органов и систем";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 42, Алейск";"Медицина и фармацевтика";"Медицинские центры и клиники";"Диагностический центр";"";"";"";"";"";"";"";"";"";"";"82.771244";"52.500963";"";""
"52555761034";"";"";"УЗИ всех органов и систем";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 42, Алейск";"Медицина и фармацевтика";"Медицинские центры и клиники";"Медцентр, клиника";"";"";"";"";"";"";"";"";"";"";"82.771244";"52.500963";"";""
"52555761034";"";"";"УЗИ всех органов и систем";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 42, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.771244";"52.500963";"";""
"56137635870";"";"";"Соляная пещера";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Медицина и фармацевтика";"Медицинские центры и клиники";"Соляная пещера";"";"";"";"";"";"";"";"";"";"";"82.772483";"52.494852";"";""
"104453600471";"";"";"Кабинет детского стоматолога";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 97, Алейск";"Медицина и фармацевтика";"Стоматология";"Стоматологическая клиника";"";"";"";"";"";"";"";"";"";"";"82.775989";"52.497025";"";"пн-пт 9:00–17:00, перерыв 13:00–14:00, сб 9:00–13:00"
"104453600471";"";"";"Кабинет детского стоматолога";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 97, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.775989";"52.497025";"";"пн-пт 9:00–17:00, перерыв 13:00–14:00, сб 9:00–13:00"
"124004969844";"";"";"Стоматологический кабинет";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 65А, Алейск, Россия";"Медицина и фармацевтика";"Стоматология";"Стоматологическая клиника";"";"";"";"";"";"";"";"";"";"";"82.755214";"52.494144";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"124004969844";"";"";"Стоматологический кабинет";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 65А, Алейск, Россия";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.755214";"52.494144";"";"пн-пт 9:00–18:00, перерыв 13:00–14:00"
"130612385795";"";"";"Стоматология КГБУЗ Алейская центральная районная больница";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 80, Алейск, Россия";"Медицина и фармацевтика";"Стоматология";"Стоматологическая клиника";"";"";"";"";"";"";"";"";"";"";"82.758808";"52.494493";"";""
"130612385795";"";"";"Стоматология КГБУЗ Алейская центральная районная больница";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 80, Алейск, Россия";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.758808";"52.494493";"";""
"108429341614";"";"";"Метеостанция";"Россия";"Алтайский край";"Алейск";"";"Железнодорожная ул., 25А, Алейск";"Наука и образование";"Геофизика, геодезия, геология";"Гидрометеорология";"";"";"";"";"";"";"";"";"";"";"82.792158";"52.495577";"";""
"134393625512";"";"";"МБДОУ детский сад № 8 города Алейска";"Россия";"Алтайский край";"Алейск";"658135";"6, площадка Ремзавода, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-10-18";"";"";"";"http://ds8ale.edu22.info/";"";"";"";"";"82.760508";"52.489684";"";"пн-пт 7:30–18:00"
"115693249892";"";"";"Детский сад № 15, корпус-2";"Россия";"Алтайский край";"Алейск";"658130";"ул. имени В. Олешко, 80А, Алейск, Россия";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"";"";"";"aladmin@mail.ru,  gorono@dsmail.ru,  natali_ds15@mail.ru,  nezabudka.ds15@mail.ru,  natali-ds15@mail.ru";"http://ds15ale.edu22.info/";"";"";"";"";"82.759115";"52.494123";"";"пн-пт 7:30–18:00"
"188005518738";"";"";"Детский сад № 16";"Россия";"Алтайский край";"Алейск";"658131";"ул. Давыдова, 160, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-24-21, +7 (38553) 2-10-53, +7 (38553) 2-20-43";"";"";"";"";"";"";"";"";"82.788983";"52.492861";"";"пн-пт 7:30–18:00"
"107294061210";"";"";"Детский сад № 10";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 109, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-67-30";"";"";"kolosok_ds10@mail.ru";"http://ds10ale.edu22.info/";"";"";"";"";"82.776592";"52.492018";"";"пн-пт 7:30–18:00"
"30873194778";"";"";"МБДОУ детский сад № 12";"Россия";"Алтайский край";"Алейск";"658133";"Первомайская ул., 4, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-20-14, +7 (38553) 4-36-05";"";"";"khoroshilova.1973@mail.ru,  gorono@dsmail.ru,  lenaal72@mail.ru,  detsadik12@mail.ru.ru";"http://ds12ale.edu22.info/";"";"";"";"";"82.793195";"52.501234";"";"пн-пт 8:00–18:00"
"24882249246";"";"";"Детский сад № 5";"Россия";"Алтайский край";"Алейск";"658135";"ул. имени В. Олешко, 72А, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-98-29";"";"";"";"";"";"";"";"";"82.762284";"52.496141";"";"пн-пт 7:30–18:00"
"157269569790";"";"";"Колобок";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 6, Алейск, Россия";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"";"";"";"";"";"";"";"";"";"82.755392";"52.495786";"";""
"17397215929";"";"";"Филиал МБДОУ детский сад № 8 города Алейска";"Россия";"Алтайский край";"Алейск";"658138";"Стадионная ул., 3, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-71-42";"";"";"";"http://ds8ale.edu22.info/";"";"";"";"";"82.753824";"52.46102";"";"пн-пт 7:30–18:00"
"15068895384";"";"";"Детский сад № 15";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 4А, Алейск, Россия";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 2-98-41, +7 (38553) 2-27-12";"";"";"aladmin@mail.ru,  gorono@dsmail.ru,  natali_ds15@mail.ru,  nezabudka.ds15@mail.ru,  natali-ds15@mail.ru";"http://ds15ale.edu22.info/";"";"";"";"";"82.755489";"52.49672";"";"пн-пт 7:30–18:00"
"45929221555";"";"";"МБДОУ Детский сад № 5, филиал";"Россия";"Алтайский край";"Алейск";"";"ул. Ширшова, 10А, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Детский сад";"";"+7 (38553) 6-62-59, +7 (38553) 6-62-60";"";"";"mbdouds-5@mail.ru,  douds18_b@mail.ru,  aladmin@mail.ru,  gorono@dsmail.ru,  mbdouds5@mail.ru,  mbdouds5-@mail.ru";"http://ds5ale.edu22.info/";"";"";"";"";"82.762011";"52.500528";"";"пн-пт 7:30–18:00"
"9055369957";"";"";"Детская студия Образ";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 102, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Клуб для детей и подростков";"";"";"+7 (913) 021-13-61, +7 (923) 008-13-61";"";"";"";"https://vk.com/dsobraz";"";"";"https://ok.ru/dsobraz";"82.777326";"52.494094";"";"пн-пт 15:00–19:40"
"123703348133";"";"";"Совенок";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 96, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Клуб для детей и подростков";"";"";"";"";"";"";"";"";"";"";"82.775313";"52.495246";"";"пн-пт 9:00–20:00, сб,вс 9:00–15:00"
"123703348133";"";"";"Совенок";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 96, Алейск";"Наука и образование";"Детские сады и развивающие центры";"Центр развития ребенка";"";"";"";"";"";"";"";"";"";"";"82.775313";"52.495246";"";"пн-пт 9:00–20:00, сб,вс 9:00–15:00"
"183475583155";"";"";"Neposeda kids";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск, Россия";"Наука и образование";"Детские сады и развивающие центры";"Центр развития ребенка";"";"";"";"";"";"";"";"";"";"";"82.772481";"52.494855";"";""
"104322957917";"";"";"Центр общения";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 119, Алейск";"Наука и образование";"Дополнительное образование";"Курсы иностранных языков";"";"";"";"";"";"";"";"";"";"";"82.771914";"52.494433";"";""
"97343722812";"";"";"КГБПОУ Алейский технологический техникум";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 94, Алейск";"Наука и образование";"Среднее специальное образование";"Техникум";"";"+7 (38553) 2-11-50, +7 (38553) 2-20-23";"";"";"alpu43@yandex.ru";"";"";"";"";"";"82.750446";"52.496391";"";"пн-пт 8:00–17:00, перерыв 13:00–14:00"
"31425520810";"";"";"МБОУ – лицей г. Алейска";"Россия";"Алтайский край";"Алейск";"658135";"ул. имени В. Олешко, 68, Алейск";"Наука и образование";"Школы";"Лицей";"";"+7 (38553) 2-46-74";"";"";"aladmin@mail.ru,  gorono@dsmail.ru,  allic2006@yandex.ru";"http://alelic.edu22.info/";"";"";"";"";"82.764464";"52.496829";"";"пн-пт 8:00–16:00"
"31425520810";"";"";"МБОУ – лицей г. Алейска";"Россия";"Алтайский край";"Алейск";"658135";"ул. имени В. Олешко, 68, Алейск";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 2-46-74";"";"";"aladmin@mail.ru,  gorono@dsmail.ru,  allic2006@yandex.ru";"http://alelic.edu22.info/";"";"";"";"";"82.764464";"52.496829";"";"пн-пт 8:00–16:00"
"31425520810";"";"";"МБОУ – лицей г. Алейска";"Россия";"Алтайский край";"Алейск";"658135";"ул. имени В. Олешко, 68, Алейск";"Прочее";"Прочее";"Ли";"";"+7 (38553) 2-46-74";"";"";"aladmin@mail.ru,  gorono@dsmail.ru,  allic2006@yandex.ru";"http://alelic.edu22.info/";"";"";"";"";"82.764464";"52.496829";"";"пн-пт 8:00–16:00"
"42153530152";"";"";"МБОУ СОШ № 4 г. Алейска";"Россия";"Алтайский край";"Алейск";"658130";"Гвардейская ул., 10, Алейск";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 2-59-16, +7 (38553) 2-60-12";"+7 (923) 713-74-67";"";"aladmin@mail.ru,  schoolnum4@yandex.ru";"http://schoolnum4.edu22.info/";"";"";"";"";"82.761582";"52.497631";"";"пн-пт 8:00–18:00, сб 8:00–14:00"
"218050676924";"";"";"МБОУ СОШ № 5";"Россия";"Алтайский край";"Алейск";"658131";"ул. Давыдова, 185, Алейск";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 4-39-76, +7 (38553) 2-20-43, +7 (38553) 2-10-53";"";"";"aleyskschool5@mail.ru,  aladmin@mail.ru,  gorono@dsmail.ru,  maxiko2002@mail.ru,  mis2t23@bk.ru";"http://aleyskschool5.edu22.info/";"";"";"";"";"82.789182";"52.491648";"";"пн-сб 8:00–17:00"
"104935412380";"";"";"МБОУ СОШ № 7 г. Алейска";"Россия";"Алтайский край";"Алейск";"658133";"Первомайская ул., 2, Алейск";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 2-25-43";"";"";"";"http://alschool7.edu22.info/";"";"";"";"";"82.796435";"52.501641";"";"пн-сб 8:30–17:00"
"144239006348";"";"";"Средняя общеобразовательная школа № 2";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 92, Алейск";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 6-62-48, +7 (38553) 6-62-49";"";"";"aladmin@mail.ru,  school2aleysk@yandex.ru,  schoo2aleysk@yandex.ru,  kremer60@mail.ru,  halina-olga@mail.ru,  schwenk555@mail.ru";"http://alesch2.edu22.info/";"";"";"";"";"82.775651";"52.496347";"";""
"31722782358";"";"";"Основная общеобразовательная школа № 3 города Алейска Алтайского края";"Россия";"Алтайский край";"Алейск";"658137";"Школьная ул., 23, Алейск, Россия";"Наука и образование";"Школы";"Общеобразовательная школа";"";"+7 (38553) 2-55-13";"";"";"aladmin@mail.ru,  school3_aleysk@mail.ru,  chool3_aleysk@mail.ru";"http://alschool3.edu22.info/";"";"";"";"";"82.795963";"52.481139";"";"пн-пт 9:00–18:00"
